 to your browser,لمتصفحك
Quotation,رقم عرض السعر
Quotation Amount,عرض السعر إلى
Quotation Item,اتجاهات عروض السعر
Quotation Lost Reason,عرض السعر {0} ملغى
Quotation Lost Reason Detail,عرض السعر {0} ليس من النوع {1}
Quotation Number,عروض السعر
Quotation To,عروض السعر هي مقترحات أو عروض تم إرسالها للعملاء
Quotation Trends,عروض السعر:
Quotation {0} is cancelled,حالة العرض
Quotation {0} not of type {1},المبلغ المعروض
Quotations,لا يُسمح بطلبات عروض الأسعار لـ {0} بسبب تقييم بطاقة الأداء {1}
"Quotations are proposals, bids you have sent to your customers",إنشاء طلب مواد عند وصول المخزون لمستوى إعادة الطلب
Quotations: ,أنشئ بواسطة
Quote Status,أنشئ بواسطة (البريد الإلكتروني)
Quoted Amount,عشوائي
RFQs are not allowed for {0} due to a scorecard standing of {1},نطاق
Raise Material Request When Stock Reaches Re-order Level,السعر
Raised By,السعر والمبلغ
Raised By (Email),السعر (عملة الشركة)
Random,سعر المواد بناءً على
Range,نسبة الضريبة المقتطعة حسب الشهادة
Rate,قسم السعر
Rate & Amount,السعر مع الهامش
Rate (Company Currency),السعر مع الهامش (عملة الشركة)
Rate Of Materials Based On,السعر والمبلغ
Rate Of TDS As Per Certificate,السعر الذي تُحوَّل به عملة العميل إلى العملة الأساسية للعميل
Rate Section,السعر الذي تُحوَّل به عملة قائمة الأسعار إلى العملة الأساسية للشركة
Rate With Margin,السعر الذي تُحوَّل به عملة قائمة الأسعار إلى العملة الأساسية للعميل
Rate With Margin (Company Currency),السعر الذي تُحوَّل به عملة العميل إلى العملة الأساسية للشركة
Rate and Amount,السعر الذي تُحوَّل به عملة المورد إلى العملة الأساسية للشركة
Rate at which Customer Currency is converted to customer's base currency,السعر المطبق لهذه الضريبة
Rate at which Price list currency is converted to company's base currency,نسبة الإهلاك
Rate at which Price list currency is converted to customer's base currency,نسبة الإهلاك (%)
Rate at which customer's currency is converted to company's base currency,نسبة الفائدة (%) سنوياً
Rate at which supplier's currency is converted to company's base currency,سعر وحدة المخزون
Rate at which this tax is applied,السعر أو الخصم
Rate of Depreciation,السعر أو الخصم مطلوب لخصم السعر
Rate of Depreciation (%),الأسعار
Rate of Interest (%) Yearly,التقييم
Rate of Stock UOM,النِّسب
Rate or Discount,مادة خام
Rate or Discount is required for the price discount.,كود المادة الخام
Rates,تكلفة المادة الخام
Rating,تكلفة المادة الخام (عملة الشركة)
Ratios,تكلفة المادة الخام لكل كمية
Raw Material,صنف المادة الخام
Raw Material Code,كود صنف المادة الخام
Raw Material Cost,اسم المادة الخام
Raw Material Cost (Company Currency),قيمة المواد الخام
Raw Material Cost Per Qty,مخزن المواد الخام
Raw Material Item,المواد الخام
Raw Material Item Code,إجراءات المواد الخام
Raw Material Name,استهلاك المواد الخام
Raw Material Value,استهلاك المواد الخام
Raw Material Warehouse,المواد الخام الموردة
Raw Materials,تكلفة المواد الخام الموردة
Raw Materials Actions,لا يمكن أن تكون المواد الخام فارغة
Raw Materials Consumed,إعادة فتح
Raw Materials Consumption,مستوى إعادة الطلب
Raw Materials Supplied,كمية إعادة الطلب
Raw Materials Supplied Cost,تم الوصول إلى الجذر
Raw Materials cannot be blank.,للقراءة فقط
Re-open,قراءة 1
Re-order Level,قراءة 10
Re-order Qty,قراءة 2
Reached Root,قراءة 3
Read Only,قراءة 4
Reading 1,قراءة 5
Reading 10,قراءة 6
Reading 2,قراءة 7
Reading 3,قراءة 8
Reading 4,قراءة 9
Reading 5,قيمة القراءة
Reading 6,القراءات
Reading 7,العقارات
Reading 8,السبب
Reading 9,سبب التعليق
Reading Value,سبب الفشل
Readings,سبب التعليق
Real Estate,سبب المغادرة
Reason,سبب التعليق:
Reason For Putting On Hold,إعادة بناء الشجرة
Reason for Failure,إعادة بناء BTree للفترة …
Reason for Hold,إعادة احتساب كمية الصندوق
Reason for Leaving,إعادة احتساب معدل الداخل/الخارج
Reason for hold:,إعادة احتساب تكلفة الشراء لهذا المشروع…
Rebuild Tree,إيصال
Rebuilding BTree for period ...,مستند الإيصال
Recalculate Bin Qty,نوع مستند الإيصال
Recalculate Incoming/Outgoing Rate,الذمم المدينة
Recalculating Purchase Cost against this Project...,حساب الذمم المدينة/الدائنة
Receipt,حساب الذمم المدينة
Receipt Document,حساب الذمم المدينة/الدائنة
Receipt Document Type,حساب الذمم المدينة/الدائنة: {0} لا ينتمي للشركة {1}
Receivable,الذمم المدينة
Receivable / Payable Account,استلام
Receivable Account,تم الاستلام
Receivable/Payable Account,المبلغ المستلم
Receivable/Payable Account: {0} doesn't belong to company {1},المبلغ المستلم (عملة الشركة)
Receivables,المبلغ المستلم بعد الضريبة
Receive,المبلغ المستلم بعد الضريبة (عملة الشركة)
Received,المبلغ المستلم لا يمكن أن يكون أكبر من المبلغ المدفوع
Received Amount,تم الاستلام من
Received Amount (Company Currency),الأصناف المستلمة المطلوب فوترتها
Received Amount After Tax,تم الاستلام في
Received Amount After Tax (Company Currency),الكمية المستلمة
Received Amount cannot be greater than Paid Amount,قيمة الكمية المستلمة
Received From,الكمية المستلمة بوحدة مخزون
Received Items To Be Billed,الكمية المستلمة
Received On,قيود المخزون المستلمة
Received Qty,تم الاستلام والموافقة
Received Qty Amount,قائمة المستلمين
Received Qty in Stock UOM,قائمة المستلمين فارغة. يرجى إنشاء قائمة مستلمين
Received Quantity,الاستلام
Received Stock Entries,الطلبات الحديثة
Received and Accepted,المعاملات الحديثة
Receiver List,المستلم
Receiver List is empty. Please create Receiver List,رسالة المستلم وتفاصيل الدفع
Receiving,المستلمون
Recent Orders,تسوية
Recent Transactions,تسوية جميع الأرقام التسلسلية / الدُفعات
Recipient,تأثير التسوية على
Recipient Message And Payment Details,تسوية القيود
Recipients,التسوية حسب تاريخ الدفعة المقدمة
Reconcile,تسوية المعاملة البنكية
Reconcile All Serial Nos / Batches,تمت التسوية
Reconcile Effect On,القيود المسوّاة
Reconcile Entries,تاريخ التسوية
Reconcile on Advance Payment Date,سجل أخطاء التسوية
Reconcile the Bank Transaction,سجلات التسوية
Reconciled,تقدم التسوية
Reconciled Entries,حجم طابور التسوية
Reconciliation Date,تسري التسوية على
Reconciliation Error Log,تسجيل HTML
Reconciliation Logs,رابط التسجيل
Reconciliation Progress,السجلات
Reconciliation Queue Size,لا يجب تعيين مصاريف خاضعة للضريبة القياسية قابلة للاسترداد عند تطبيق العكس الضريبي = Y
Reconciliation Takes Effect On,إعادة إنشاء دفاتر المخزون
Recording HTML,التكرار كل (حسب وحدة القياس في المعاملة)
Recording URL,الكمية المتكررة لا يمكن أن تكون أقل من 0
